distance_1,distance_10,distance_11,distance_2,distance_3,distance_4,distance_5,distance_6,distance_7,distance_8,distance_9,eta_1,eta_10,eta_11,eta_2,eta_3,eta_4,eta_5,eta_6,eta_7,eta_8,eta_9,plan_time,price_1,price_10,price_11,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,sessionID,system_recommended_mode
21769.0,,,21352.0,23621.0,23621.0,,,,,19365.0,7416.0,,,5131.0,5698.0,5938.0,,,,,4684.0,2018-10-28 13:38:13,500.0,,,500.0,,7300.0,,,,,500.0,654897,2
,,,,20445.0,20445.0,,,23026.0,,19193.0,,,,,2141.0,2141.0,,,4585.0,,2853.0,2018-10-04 21:34:07,,,,,,7300.0,,,700.0,,500.0,332046,7
,,,,31020.0,31020.0,,,30317.0,,,,,,,4017.0,4317.0,,,6765.0,,,2018-11-21 08:00:02,,,,,,11100.0,,,900.0,,,3178216,7
,26158.0,,27675.0,26245.0,26245.0,,,,,,,4029.0,,4222.0,5053.0,5173.0,,,,,,2018-11-21 06:55:34,,4100.0,,600.0,,11400.0,,,,,,3183536,2
772.0,,,,,,535.0,535.0,,,,717.0,,,,,,456.0,160.0,,,,2018-10-01 16:58:42,200.0,,,,,,,,,,,753085,5
65603.0,,,,58244.0,58244.0,,,,64081.0,,9585.0,,,,3702.0,3882.0,,,,6355.0,,2018-10-27 22:55:53,1600.0,,,,,18400.0,,,,4000.0,,1482778,3
,20720.0,,,17048.0,17048.0,,,35404.0,,,,3270.0,,,2215.0,2515.0,,,4824.0,,,2018-10-28 09:44:03,,1800.0,,,,5000.0,,,900.0,,,637207,10
,26741.0,,24016.0,25013.0,25013.0,,,24144.0,,,,3969.0,,4456.0,2999.0,3179.0,,,4641.0,,,2018-10-01 10:35:16,,3600.0,,500.0,,7700.0,,,700.0,,,737350,2
2466.0,,,,1864.0,1864.0,1039.0,1258.0,,,,1973.0,,,,639.0,759.0,888.0,379.0,,,,2018-10-10 08:50:43,200.0,,,,,1300.0,,,,,,2342374,5
,,,14805.0,15814.0,15814.0,,,,,,,,,2080.0,2134.0,2374.0,,,,,,2018-10-21 10:07:43,,,,500.0,,4300.0,,,,,,2720904,2
6755.0,,,,6442.0,6442.0,,,7057.0,,,2579.0,,,,940.0,1240.0,,,3052.0,,,2018-11-03 07:55:49,200.0,,,,,1800.0,,,500.0,,,1874875,1
7525.0,,,,6059.0,6059.0,,6125.0,,,9293.0,3537.0,,,,805.0,985.0,,1850.0,,,2666.0,2018-11-15 15:00:05,400.0,,,,,1600.0,,,,,400.0,671954,1
,,,,104675.0,104675.0,,,102321.0,,,,,,,6058.0,6358.0,,,13076.0,,,2018-10-05 12:44:55,,,,,,33700.0,,,2400.0,,,404662,4
,,,8314.0,8750.0,8750.0,,7140.0,9650.0,,8314.0,,,,2203.0,1146.0,1326.0,,2157.0,2728.0,,1959.0,2018-10-12 12:20:40,,,,400.0,,2200.0,,,500.0,,400.0,2643807,9
9960.0,,,,9955.0,9955.0,,9698.0,10059.0,,,3345.0,,,,1394.0,1514.0,,2933.0,2982.0,,,2018-10-11 12:42:09,400.0,,,,,2800.0,,,500.0,,,1958280,7
3015.0,,,,1400.0,1400.0,1693.0,1700.0,,,,2163.0,,,,226.0,406.0,1447.0,509.0,,,,2018-10-01 15:15:49,200.0,,,,,1300.0,,,,,,747555,6
,37500.0,,34565.0,32346.0,32346.0,,,,,34565.0,,4537.0,,4634.0,4026.0,4146.0,,,,,4450.0,2018-10-24 08:12:35,,5900.0,,700.0,,11200.0,,,,,700.0,934501,2
4346.0,,,,8697.0,8697.0,3950.0,4325.0,,,,1932.0,,,,1076.0,1256.0,3453.0,1307.0,,,,2018-11-14 10:24:49,200.0,,,,,1800.0,,,,,,2419965,1
,,,12111.0,13958.0,13958.0,,,,,12093.0,,,,2319.0,1308.0,1608.0,,,,,1964.0,2018-11-09 11:55:03,,,,400.0,,3400.0,,,,,400.0,515073,9
,,,42849.0,,39838.0,,,,,,,,,4876.0,,2972.0,,,,,,2018-11-18 22:09:39,,,,700.0,,12900.0,,,,,,2092120,4
,,,7815.0,10023.0,10023.0,,7302.0,,,,,,,1321.0,1841.0,2141.0,,2206.0,,,,2018-11-14 13:16:15,,,,400.0,,3000.0,,,,,,2401234,2
12123.0,11280.0,,,12568.0,12568.0,,,10825.0,,,3792.0,2304.0,,,1328.0,1448.0,,,3247.0,,,2018-11-17 08:06:33,300.0,1700.0,,,,3200.0,,,600.0,,,2854369,7
4682.0,,,7984.0,5127.0,5127.0,4558.0,4554.0,,,,2386.0,,,2854.0,1643.0,1763.0,4073.0,1375.0,,,,2018-10-01 20:43:22,200.0,,,400.0,,1800.0,,,,,,773221,1
29939.0,,,29020.0,25897.0,25897.0,,,,,26655.0,7540.0,,,4253.0,2814.0,3114.0,,,,,4487.0,2018-11-22 06:28:11,700.0,,,600.0,,8300.0,,,,,600.0,1201293,2
,,,27791.0,27666.0,27666.0,,,,,,,,,3049.0,2020.0,2260.0,,,,,,2018-10-16 07:46:00,,,,600.0,,8000.0,,,,,,3327862,2
,,,,50483.0,50483.0,,,41845.0,,,,,,,4728.0,4908.0,,,8341.0,,,2018-11-02 00:47:33,,,,,,17200.0,,,1300.0,,,2981608,3
,,,8657.0,8347.0,8347.0,,8194.0,,,,,,,1434.0,1460.0,1700.0,,2476.0,,,,2018-10-28 15:09:00,,,,400.0,,3000.0,,,,,,653373,2
10691.0,,,,10597.0,10597.0,,,,,,3226.0,,,,2046.0,2226.0,,,,,,2018-11-02 18:20:06,300.0,,,,,5000.0,,,,,,2951227,1
2593.0,,,,5939.0,5939.0,2363.0,2774.0,,,,1999.0,,,,2084.0,2204.0,2101.0,837.0,,,,2018-10-23 17:18:33,200.0,,,,,1500.0,,,,,,1682603,1
43683.0,,,,43781.0,43781.0,,,47044.0,43914.0,50330.0,6436.0,,,,3408.0,3528.0,,,6392.0,5409.0,6084.0,2018-11-20 19:41:03,1000.0,,,,,12700.0,,,900.0,3500.0,700.0,2194215,7
6239.0,,,4827.0,5923.0,5923.0,4556.0,4893.0,,,,2758.0,,,1986.0,932.0,1052.0,4052.0,1478.0,,,,2018-11-29 09:34:13,200.0,,,300.0,,2200.0,,,,,,1817698,2
,,,14391.0,15432.0,15432.0,,,17000.0,,,,,,2875.0,1981.0,2281.0,,,3587.0,,,2018-11-08 22:22:07,,,,500.0,,5100.0,,,700.0,,,1103438,2
8717.0,,,,7956.0,7956.0,,7428.0,,,,4569.0,,,,1453.0,1693.0,,2240.0,,,,2018-11-10 11:18:19,400.0,,,,,2200.0,,,,,,22697,1
,,,,9399.0,9399.0,,7927.0,12206.0,,8446.0,,,,,927.0,1167.0,,2397.0,3016.0,,1765.0,2018-10-30 12:31:57,,,,,,2200.0,,,600.0,,300.0,2809537,9
,,,21274.0,,,,,,,,,,,3455.0,,,,,,,,2018-10-03 10:46:53,,,,500.0,,,,,,,,1563256,2
1237.0,,,,2147.0,2147.0,1096.0,1105.0,,,,831.0,,,,663.0,903.0,1018.0,332.0,,,,2018-10-15 18:01:21,200.0,,,,,1300.0,,,,,,1179362,6
8828.0,,,,9008.0,9008.0,,8571.0,,,12807.0,4064.0,,,,2034.0,2154.0,,2588.0,,,2943.0,2018-10-13 18:12:56,200.0,,,,,3200.0,,,,,400.0,2287197,9
19574.0,,,,21617.0,21617.0,,,19791.0,,,5592.0,,,,2424.0,2544.0,,,4395.0,,,2018-11-01 20:03:53,500.0,,,,,6400.0,,,700.0,,,2610116,7
,,,,25579.0,25579.0,,,25259.0,,26049.0,,,,,4016.0,4196.0,,,7037.0,,4168.0,2018-10-26 17:42:44,,,,,,7900.0,,,700.0,,600.0,3119339,9
,,,7107.0,8161.0,8161.0,,,,,,,,,1440.0,2650.0,2890.0,,,,,,2018-10-03 05:51:44,,,,400.0,,2600.0,,,,,,1591532,2
8199.0,,,10120.0,7949.0,7949.0,,7688.0,,,10120.0,3618.0,,,2625.0,940.0,1240.0,,2322.0,,,2489.0,2018-11-01 08:12:15,400.0,,,400.0,,2900.0,,,,,400.0,2594152,2
15506.0,,,,1.0,1.0,,,13469.0,,,6701.0,,,,1.0,180.0,,,5833.0,,,2018-10-01 12:44:57,400.0,,,,,3900.0,,,500.0,,,756147,7
20589.0,,,,20278.0,20278.0,,,19888.0,,19707.0,5050.0,,,,1822.0,2002.0,,,4403.0,,3452.0,2018-11-09 13:08:46,400.0,,,,,4800.0,,,700.0,,500.0,484490,9
,,,,1516.0,,621.0,640.0,,,,,,,,268.0,,551.0,193.0,,,,2018-11-21 19:00:11,,,,,,,,,,,,3190377,5
4486.0,,,,3816.0,3816.0,3799.0,3831.0,,,,2215.0,,,,654.0,774.0,3493.0,1158.0,,,,2018-11-06 22:08:37,200.0,,,,,1800.0,,,,,,1301517,1
6016.0,,,7481.0,6354.0,6354.0,,6174.0,,,7618.0,2182.0,,,2589.0,591.0,771.0,,1867.0,,,2158.0,2018-10-29 10:40:46,200.0,,,300.0,,1500.0,,,,,300.0,828664,9
7717.0,,,,7271.0,7271.0,,6745.0,9509.0,,,3337.0,,,,1206.0,1326.0,,2038.0,3337.0,,,2018-11-16 12:56:17,200.0,,,,,2700.0,,,500.0,,,3059616,1
13866.0,17582.0,,,14030.0,14030.0,,,13706.0,,,5328.0,3305.0,,,2276.0,2396.0,,,4145.0,,,2018-11-17 17:18:13,500.0,2500.0,,,,4700.0,,,600.0,,,2849220,7
,,,10852.0,11104.0,11104.0,,,11027.0,,11403.0,,,,2568.0,1399.0,1699.0,,,3331.0,,2569.0,2018-11-12 11:17:18,,,,400.0,,2700.0,,,600.0,,400.0,980783,2
3275.0,,,3130.0,2870.0,2870.0,2870.0,2948.0,,,,2154.0,,,1485.0,455.0,575.0,2598.0,889.0,,,,2018-11-02 14:41:18,200.0,,,300.0,,1300.0,,,,,,2988455,2
16827.0,,,,13236.0,13236.0,,,,,,5448.0,,,,1489.0,1789.0,,,,,,2018-10-17 05:45:29,500.0,,,,,4000.0,,,,,,217690,1
,,22267.0,15578.0,14780.0,14780.0,,,15390.0,,,,,4271.0,4000.0,2314.0,2554.0,,,5281.0,,,2018-11-07 11:10:37,,,700.0,500.0,,3600.0,,,600.0,,,3211594,2
9604.0,,,11037.0,9620.0,9620.0,,9739.0,,,11169.0,3653.0,,,3025.0,1705.0,1945.0,,2946.0,,,2595.0,2018-10-07 10:57:54,200.0,,,400.0,,3400.0,,,,,400.0,2476527,9
,,,8958.0,8776.0,8776.0,,8176.0,,,9054.0,,,,2016.0,1381.0,1681.0,,2471.0,,,1894.0,2018-10-23 21:09:39,,,,400.0,,3700.0,,,,,400.0,1655380,2
14117.0,,,13959.0,11889.0,11889.0,,,,,,5199.0,,,2904.0,1858.0,2158.0,,,,,,2018-10-31 19:52:40,400.0,,,500.0,,4400.0,,,,,,89431,2
,,,,25662.0,25662.0,,,35433.0,,25896.0,,,,,3998.0,4298.0,,,6004.0,,4347.0,2018-10-22 16:24:38,,,,,,7200.0,,,800.0,,600.0,3004986,3
1965.0,,,,2846.0,2846.0,1589.0,2169.0,,,,1623.0,,,,427.0,547.0,1429.0,652.0,,,,2018-10-14 10:17:55,200.0,,,,,1300.0,,,,,,1982392,4
7482.0,,,,9869.0,9869.0,,7018.0,,,,2721.0,,,,1137.0,1317.0,,2120.0,,,,2018-11-06 20:53:41,200.0,,,,,3300.0,,,,,,1309859,1
,,,,5233.0,5233.0,3178.0,5125.0,10334.0,,,,,,,1045.0,1165.0,2759.0,1546.0,3212.0,,,2018-11-10 13:00:54,,,,,,2000.0,,,500.0,,,44967,4
,,,43006.0,40925.0,40925.0,,,44431.0,,,,,,5507.0,5203.0,5503.0,,,6710.0,,,2018-10-14 17:45:29,,,,700.0,,12800.0,,,900.0,,,1980695,2
44511.0,,50026.0,,47500.0,47500.0,,,52001.0,42582.0,,7573.0,,7292.0,,3387.0,3507.0,,,7749.0,5269.0,,2018-10-30 19:42:44,1100.0,,900.0,,,13900.0,,,1100.0,3700.0,,2788890,1
4396.0,,,,5392.0,5392.0,3905.0,5236.0,5919.0,,,2043.0,,,,733.0,913.0,3534.0,1584.0,2338.0,,,2018-10-17 13:34:56,200.0,,,,,1400.0,,,500.0,,,234704,1
4163.0,,,,3589.0,3589.0,2468.0,3005.0,,,,2596.0,,,,869.0,1169.0,2190.0,905.0,,,,2018-10-20 13:33:11,200.0,,,,,1500.0,,,,,,192662,1
,,,18583.0,,,,,17825.0,,,,,,3233.0,,,,,3930.0,,,2018-10-03 17:54:54,,,,500.0,,,,,600.0,,,1587900,2
,,,,1762.0,,812.0,869.0,,,,,,,,225.0,,745.0,262.0,,,,2018-10-14 10:19:02,,,,,,,,,,,,2034641,5
12586.0,,,,11852.0,11852.0,,,,14401.0,,5432.0,,,,1547.0,1667.0,,,,3826.0,,2018-10-26 17:07:50,400.0,,,,,4400.0,,,,2200.0,,3117346,8
,,,6895.0,6577.0,6577.0,4530.0,4888.0,5577.0,,6969.0,,,,2086.0,977.0,1217.0,3988.0,1475.0,2795.0,,1731.0,2018-11-11 12:31:04,,,,300.0,,2100.0,,,500.0,,300.0,582011,9
37493.0,30869.0,,,31400.0,31400.0,,,31348.0,,32670.0,5564.0,3445.0,,,2697.0,2817.0,,,4464.0,,4147.0,2018-11-24 20:28:34,3000.0,4200.0,,,,10000.0,,,3100.0,,3000.0,3386583,10
,,,9361.0,10885.0,10885.0,,,,,,,,,1990.0,1926.0,2226.0,,,,,,2018-11-18 13:42:35,,,,400.0,,4500.0,,,,,,2122411,2
,,,,22487.0,22487.0,,,22530.0,,22422.0,,,,,3088.0,3388.0,,,4417.0,,3489.0,2018-11-10 17:15:44,,,,,,6500.0,,,1000.0,,500.0,11473,9
1393.0,,,,1599.0,1599.0,1091.0,1229.0,,,,1462.0,,,,333.0,453.0,951.0,369.0,,,,2018-11-23 13:51:02,200.0,,,,,1300.0,,,,,,568709,5
15014.0,,,,6521.0,6521.0,,6105.0,12844.0,,,5161.0,,,,1280.0,1580.0,,1841.0,3668.0,,,2018-10-13 07:34:33,400.0,,,,,2000.0,,,500.0,,,2263452,4
,,,2175.0,4304.0,4304.0,1742.0,2876.0,,,,,,,1252.0,887.0,1127.0,1521.0,864.0,,,,2018-11-20 18:22:26,,,,300.0,,1600.0,,,,,,2191167,2
,,,29610.0,24847.0,24847.0,,,,,,,,,4576.0,2513.0,2753.0,,,,,,2018-10-25 14:02:52,,,,500.0,,6300.0,,,,,,2306334,2
6117.0,,,6530.0,6887.0,6887.0,,5725.0,,,,4194.0,,,2283.0,2115.0,2415.0,,1728.0,,,,2018-10-15 09:15:43,400.0,,,300.0,,3000.0,,,,,,1166386,2
20309.0,,,,18135.0,18135.0,,,21440.0,,21266.0,6644.0,,,,2528.0,2588.0,,,5029.0,,4362.0,2018-10-04 10:03:16,500.0,,,,,5400.0,,,700.0,,500.0,321966,9
4805.0,,,,5510.0,5510.0,4427.0,,,,,2088.0,,,,1220.0,1520.0,3945.0,,,,,2018-10-19 14:54:14,200.0,,,,,1800.0,,,,,,2146276,1
,,,5468.0,4513.0,4513.0,4000.0,4328.0,,,,,,,1449.0,725.0,905.0,3514.0,1308.0,,,,2018-10-03 15:56:03,,,,300.0,,1400.0,,,,,,1565311,2
,11893.0,,13330.0,13647.0,13647.0,,,,,13315.0,,2113.0,,2851.0,1697.0,1877.0,,,,,2549.0,2018-11-15 19:57:09,,1700.0,,400.0,,4300.0,,,,,400.0,694000,2
,30422.0,,30533.0,34455.0,34455.0,,,,,30570.0,,3523.0,,3952.0,2630.0,2930.0,,,,,3493.0,2018-11-27 18:54:45,,2300.0,,600.0,,10000.0,,,,,600.0,1023450,2
2535.0,,,,1548.0,1548.0,1548.0,1548.0,,,,1706.0,,,,594.0,714.0,1424.0,466.0,,,,2018-11-30 23:40:36,200.0,,,,,1300.0,,,,,,2443783,4
6671.0,,,,6435.0,6435.0,,6470.0,,,,1847.0,,,,788.0,1088.0,,1957.0,,,,2018-10-16 21:44:30,200.0,,,,,2500.0,,,,,,3317362,1
,,,,1410.0,,847.0,847.0,,,,,,,,178.0,,754.0,255.0,,,,2018-11-14 11:39:37,,,,,,,,,,,,2398481,5
18814.0,,,,19205.0,19205.0,,,17607.0,,,4113.0,,,,1404.0,1524.0,,,3832.0,,,2018-11-22 20:35:21,400.0,,,,,5200.0,,,600.0,,,1222733,1
25675.0,,,33777.0,23759.0,23759.0,,,,,,2591.0,,,3705.0,2034.0,2154.0,,,,,,2018-11-01 14:26:23,2200.0,,,2900.0,,5900.0,,,,,,2588742,1
,,,,1943.0,,36.0,178.0,,,,,,,,617.0,,30.0,53.0,,,,2018-10-10 16:57:29,,,,,,,,,,,,2344879,5
,,,,1174.0,,426.0,426.0,,,,,,,,168.0,,364.0,128.0,,,,2018-11-19 17:47:55,,,,,,,,,,,,2545425,5
5618.0,,,7589.0,6941.0,6941.0,,5517.0,,,7594.0,2075.0,,,2207.0,1146.0,1386.0,,1668.0,,,1928.0,2018-11-29 18:12:04,200.0,,,400.0,,2600.0,,,,,400.0,1799014,1
11624.0,,,,13894.0,13894.0,,,,,,4328.0,,,,2217.0,2457.0,,,,,,2018-11-29 09:08:58,300.0,,,,,5000.0,,,,,,1809212,1
,,,61934.0,58878.0,58878.0,,,,,61934.0,,,,7444.0,6430.0,6550.0,,,,,7169.0,2018-10-20 11:26:03,,,,800.0,,20400.0,,,,,800.0,198399,9
63095.0,,,,60189.0,60189.0,,,62553.0,,,12208.0,,,,8227.0,8347.0,,,10302.0,,,2018-10-29 07:46:04,1500.0,,,,,24500.0,,,1500.0,,,807325,3
3306.0,,,,2816.0,2816.0,2173.0,2240.0,,,,1995.0,,,,658.0,778.0,1981.0,675.0,,,,2018-10-23 08:26:41,200.0,,,,,1300.0,,,,,,1691519,1
31585.0,,,,27754.0,27754.0,,,32496.0,,,6342.0,,,,3111.0,3231.0,,,4835.0,,,2018-10-10 09:44:05,700.0,,,,,7600.0,,,900.0,,,2360252,3
10774.0,,,9926.0,12092.0,12092.0,,,,,,4376.0,,,2800.0,2389.0,2569.0,,,,,,2018-11-01 15:17:34,2500.0,,,400.0,,3200.0,,,,,,2615854,2
6687.0,,,,6236.0,6236.0,,5257.0,6669.0,,,3777.0,,,,1843.0,2143.0,,1590.0,3044.0,,,2018-10-11 09:30:00,200.0,,,,,3300.0,,,500.0,,,1979244,7
9009.0,,,13057.0,8486.0,8486.0,,7986.0,,,13233.0,3318.0,,,3842.0,1562.0,1862.0,,2414.0,,,2567.0,2018-11-04 14:33:41,200.0,,,400.0,,3000.0,,,,,400.0,1725859,1
,,,26717.0,26099.0,26099.0,,,,,,,,,2953.0,2872.0,2992.0,,,,,,2018-11-03 12:04:33,,,,600.0,,9900.0,,,,,,1863256,2
,30608.0,,,27300.0,27300.0,,,29980.0,,29788.0,,4726.0,,,4308.0,4548.0,,,6046.0,,4306.0,2018-11-26 17:14:35,,5500.0,,,,12300.0,,,800.0,,600.0,860923,7
15887.0,,18276.0,23576.0,15109.0,15109.0,,,,,,4149.0,,3356.0,5463.0,1904.0,1904.0,,,,,,2018-10-19 12:21:42,400.0,,700.0,500.0,,4000.0,,,,,,2156477,11
1392.0,,,,1404.0,1404.0,1349.0,1349.0,,,,1168.0,,,,269.0,569.0,1246.0,407.0,,,,2018-11-23 11:18:24,200.0,,,,,1300.0,,,,,,551998,1
,,,,24809.0,24809.0,,,23574.0,19748.0,22943.0,,,,,2756.0,3056.0,,,5664.0,4869.0,3846.0,2018-11-29 11:53:14,,,,,,5600.0,,,700.0,1900.0,500.0,1820550,7
,,,,38036.0,38036.0,,,35194.0,40977.0,,,,,,2862.0,3102.0,,,5609.0,7233.0,,2018-11-07 23:57:43,,,,,,11400.0,,,800.0,5200.0,,3215067,4
11948.0,,,,12198.0,12198.0,,,14142.0,,,5332.0,,,,1675.0,1855.0,,,4977.0,,,2018-10-21 12:42:45,200.0,,,,,4300.0,,,800.0,,,2716154,3
,,,10055.0,11049.0,11049.0,,5337.0,12262.0,,,,,,1923.0,1135.0,1435.0,,1612.0,2625.0,,,2018-10-19 19:53:32,,,,400.0,,2900.0,,,600.0,,,2171900,2
13926.0,,,,8706.0,8706.0,,8429.0,,,,3874.0,,,,961.0,1141.0,,2548.0,,,,2018-10-14 15:32:29,400.0,,,,,2300.0,,,,,,1985391,1
,,,,1050.0,,396.0,607.0,,,,,,,,242.0,,378.0,180.0,,,,2018-11-29 12:09:24,,,,,,,,,,,,1808701,5
4288.0,,,5571.0,3213.0,3213.0,3029.0,3373.0,,,,2096.0,,,2223.0,415.0,535.0,2725.0,1018.0,,,,2018-11-02 05:22:39,200.0,,,300.0,,1300.0,,,,,,2991325,1
12035.0,,,,10666.0,10666.0,,,14854.0,,,2706.0,,,,1104.0,1224.0,,,3576.0,,,2018-11-13 10:53:10,300.0,,,,,2800.0,,,600.0,,,1909432,1
,,,,,,,,29822.0,,,,,,,,,,,5034.0,,,2018-10-27 17:57:21,,,,,,,,,800.0,,,1463939,7
2722.0,,,,3223.0,3223.0,2599.0,2595.0,,,,1924.0,,,,604.0,784.0,2334.0,783.0,,,,2018-10-30 20:25:24,200.0,,,,,1400.0,,,,,,2794999,4
,,,32779.0,27108.0,27108.0,,,,,,,,,4982.0,2606.0,2786.0,,,,,,2018-10-31 23:22:21,,,,600.0,,8400.0,,,,,,67814,4
,,28875.0,,26348.0,26348.0,,,29465.0,,,,,4128.0,,1591.0,1831.0,,,5356.0,,,2018-11-28 00:54:03,,,1500.0,,,7300.0,,,1600.0,,,1540608,3
,54644.0,,54583.0,48486.0,48486.0,,,,,,,6189.0,,6392.0,6107.0,6347.0,,,,,,2018-10-31 14:39:00,,3800.0,,800.0,,14900.0,,,,,,60760,2
14539.0,17206.0,,,17486.0,17486.0,,,17048.0,,,5695.0,2694.0,,,3330.0,3570.0,,,4199.0,,,2018-10-15 07:40:51,400.0,2500.0,,,,6600.0,,,700.0,,,1149203,7
4627.0,,,,5014.0,5014.0,3961.0,3961.0,,,,1191.0,,,,611.0,911.0,3542.0,1197.0,,,,2018-10-14 15:31:06,200.0,,,,,1300.0,,,,,,2002709,1
,,,,41442.0,41442.0,,,43993.0,,,,,,,4484.0,4664.0,,,5913.0,,,2018-11-17 16:53:19,,,,,,13900.0,,,900.0,,,2852581,7
4551.0,,,5807.0,5490.0,5490.0,4481.0,5195.0,,,5864.0,2089.0,,,2056.0,974.0,1214.0,4027.0,1567.0,,,1713.0,2018-11-18 18:51:53,200.0,,,300.0,,1900.0,,,,,300.0,2089264,4
4331.0,,,4520.0,4737.0,4737.0,4056.0,4320.0,,,,1767.0,,,2499.0,855.0,1155.0,3654.0,1306.0,,,,2018-10-03 09:16:41,200.0,,,300.0,,1500.0,,,,,,1628581,4
,,,,1421.0,,323.0,353.0,,,,,,,,552.0,,306.0,104.0,,,,2018-11-16 18:17:59,,,,,,,,,,,,3059202,5
,,,6631.0,1.0,1.0,,,,,,,,,1392.0,1.0,240.0,,,,,,2018-10-19 08:08:07,,,,300.0,,2500.0,,,,,,2162113,2
,48767.0,,46313.0,39889.0,39889.0,,,,,,,6338.0,,4937.0,5492.0,5732.0,,,,,,2018-11-09 16:38:10,,8700.0,,3000.0,,15300.0,,,,,,476263,2
20275.0,,,,20915.0,20915.0,,,22253.0,,22241.0,5782.0,,,,2450.0,2750.0,,,4233.0,,3722.0,2018-11-11 13:34:25,500.0,,,,,6200.0,,,700.0,,500.0,613491,9
,,,,76856.0,76856.0,,,82346.0,,,,,,,4984.0,5284.0,,,12310.0,,,2018-10-20 20:23:28,,,,,,22300.0,,,1700.0,,,158332,7
,,,19584.0,26017.0,26017.0,,,,,19804.0,,,,2699.0,2090.0,2270.0,,,,,2416.0,2018-11-06 17:13:07,,,,500.0,,8000.0,,,,,500.0,1308269,2
,39048.0,,38126.0,31499.0,31499.0,,,40969.0,,,,3560.0,,4094.0,2339.0,2579.0,,,5041.0,,,2018-11-12 14:34:06,,4000.0,,700.0,,7500.0,,,,,,1013111,2
,,,,2026.0,,224.0,224.0,,,,,,,,393.0,,191.0,67.0,,,,2018-10-17 14:39:24,,,,,,,,,,,,238045,5
13483.0,,,14168.0,17126.0,17126.0,,,,,14200.0,5279.0,,,3127.0,1728.0,1968.0,,,,,2956.0,2018-10-03 12:15:04,500.0,,,500.0,,4900.0,,,,,500.0,1611322,9
9297.0,,,9820.0,8560.0,8560.0,,7999.0,,,9469.0,3304.0,,,2485.0,1618.0,1738.0,,2416.0,,,2295.0,2018-10-16 16:45:25,200.0,,,400.0,,2900.0,,,,,400.0,3317792,9
,,,,9305.0,9305.0,,8946.0,13066.0,,11150.0,,,,,2183.0,2303.0,,2704.0,3590.0,,2282.0,2018-11-23 10:06:34,,,,,,2900.0,,,600.0,,400.0,568461,3
,,,,58041.0,58041.0,,,67167.0,,,,,,,3556.0,3796.0,,,10235.0,,,2018-10-25 20:39:30,,,,,,20200.0,,,,,,2338631,7
16152.0,16781.0,,,12528.0,12528.0,,,13458.0,,13153.0,4590.0,3135.0,,,2348.0,2648.0,,,3281.0,,2495.0,2018-11-08 10:21:58,400.0,1700.0,,,,3900.0,,,600.0,,400.0,1069799,10
,,,,578.0,,514.0,514.0,,,,,,,,121.0,,459.0,154.0,,,,2018-11-16 13:22:08,,,,,,,,,,,,3076851,5
,52108.0,,53310.0,45918.0,45918.0,,,46515.0,,,,6310.0,,6564.0,4293.0,4353.0,,,6845.0,,,2018-10-18 16:30:39,,4900.0,,700.0,,14900.0,,,2400.0,,,2777712,2
11546.0,13851.0,,,14954.0,14954.0,,,11861.0,,11598.0,4574.0,2319.0,,,1774.0,2074.0,,,3342.0,,2789.0,2018-10-24 15:15:20,400.0,1700.0,,,,3600.0,,,600.0,,400.0,953641,9
,26937.0,,,18149.0,18149.0,,,28374.0,,26561.0,,3366.0,,,2293.0,2473.0,,,4236.0,,3678.0,2018-10-21 10:37:57,,2000.0,,,,5300.0,,,800.0,,600.0,2706464,3
14190.0,16187.0,,15953.0,16148.0,16148.0,,,,,,4912.0,2932.0,,3326.0,2594.0,2774.0,,,,,,2018-11-03 10:29:30,300.0,1800.0,,500.0,,5200.0,,,,,,1847459,2
7045.0,,,,5622.0,5622.0,,5534.0,7893.0,,7590.0,2036.0,,,,747.0,867.0,,1673.0,2107.0,,1453.0,2018-10-04 09:25:29,200.0,,,,,1600.0,,,600.0,,400.0,284416,9
,22395.0,,23073.0,,21211.0,,,20802.0,,23063.0,,3601.0,,4249.0,,1831.0,,,4732.0,,3925.0,2018-10-05 07:37:06,,3100.0,,500.0,,5400.0,,,700.0,,500.0,370133,4
22987.0,,,,23991.0,23991.0,,,28515.0,,,6197.0,,,,2693.0,2993.0,,,7119.0,,,2018-11-01 12:21:50,600.0,,,,,6300.0,,,2200.0,,,2597126,1
,,,28367.0,26368.0,26368.0,,,29874.0,,,,,,3258.0,3215.0,3395.0,,,4456.0,,,2018-10-21 16:56:55,,,,600.0,,8200.0,,,800.0,,,2681561,2
1694.0,,,,2099.0,,973.0,1524.0,,,,982.0,,,,438.0,,832.0,460.0,,,,2018-11-08 13:32:23,200.0,,,,,,,,,,,1083878,5
,17942.0,,15363.0,14031.0,14031.0,,,,,,,2604.0,,2718.0,1771.0,2011.0,,,,,,2018-10-01 15:19:32,,2400.0,,500.0,,4300.0,,,,,,777877,2
23741.0,,,29252.0,24088.0,24088.0,,,,,29252.0,7341.0,,,4917.0,2854.0,3094.0,,,,,4666.0,2018-11-25 13:48:46,600.0,,,600.0,,8400.0,,,,,600.0,3269501,9
4673.0,,,,5225.0,5225.0,4424.0,4437.0,,,6693.0,3097.0,,,,859.0,979.0,4079.0,1338.0,,,1979.0,2018-10-05 21:05:39,400.0,,,,,2200.0,,,,,300.0,359579,1
